16:20:10,0.00,0.00,0.00,0.00,0.00,0.00
16:20:10,0.00,0.00,0.00,0.00,0.00,0.00
16:20:11,0.00,0.00,0.00,0.00,0.00,0.00
16:20:11,0.00,0.00,0.00,0.00,0.00,0.00
16:20:11,0.00,0.00,0.00,0.00,0.00,0.00
16:20:11,0.00,0.00,0.00,0.00,0.00,0.00
16:20:11,-137.40,7.54,-177.09,0.00,-1.00,7.00
16:20:11,-137.40,7.54,-177.09,0.00,1.00,7.00
16:20:11,-137.40,7.54,-177.09,0.00,0.00,10.00
16:20:11,-137.40,7.54,-177.09,-1.00,0.00,9.00
16:20:11,-137.40,7.54,-177.09,0.00,0.00,9.00
16:20:12,-137.40,7.54,-177.09,0.00,1.00,8.00
16:20:12,-137.40,7.54,-177.09,0.00,1.00,8.00
16:20:12,-137.40,7.54,-177.09,-2.00,0.00,6.00
16:20:12,-137.40,7.54,-177.09,0.00,0.00,7.00
16:20:12,-137.40,7.54,-177.09,0.00,0.00,7.00
16:20:12,-137.40,7.54,-177.09,-1.00,0.00,10.00
16:20:12,-137.40,7.54,-177.09,-2.00,0.00,10.00
16:20:12,-137.40,7.54,-177.09,-2.00,0.00,7.00
