14:41:05,0.00,0.00,0.00,0.00,0.00,0.00
14:41:06,0.00,0.00,0.00,0.00,0.00,0.00
14:41:06,0.00,0.00,0.00,0.00,0.00,0.00
14:41:06,0.00,0.00,0.00,0.00,0.00,0.00
14:41:06,0.00,0.00,0.00,0.00,0.00,0.00
14:41:06,0.00,0.00,0.00,0.00,0.00,0.00
14:41:06,148.32,-16.21,-176.76,-35.00,4.00,27.00
14:41:06,148.05,-15.25,-176.70,0.00,-1.00,5.00
14:41:06,148.31,-15.50,-176.69,-124.00,22.00,86.00
14:41:06,148.20,-11.49,-176.60,-25.00,-9.00,19.00
14:41:07,149.27,-4.86,-176.47,-89.00,14.00,61.00
14:41:07,150.07,6.06,-176.06,-55.00,21.00,45.00
14:41:07,149.44,17.79,-176.58,215.00,-63.00,-160.00
14:41:07,148.97,17.09,-176.70,19.00,13.00,-41.00
14:41:07,147.57,15.06,-176.55,-78.00,-7.00,12.00
14:41:07,147.56,16.27,-176.71,6.00,31.00,-41.00
14:41:07,147.27,16.10,-176.75,-39.00,18.00,7.00
14:41:07,147.27,16.17,-176.77,-18.00,8.00,-6.00
14:41:07,147.26,16.12,-176.81,-10.00,11.00,-10.00
14:41:07,147.25,16.07,-176.85,-11.00,9.00,-6.00
14:41:08,147.23,16.02,-176.89,-11.00,9.00,-6.00
14:41:08,147.22,15.98,-176.93,-12.00,8.00,-6.00
14:41:08,147.22,15.94,-176.95,-10.00,6.00,-8.00
14:41:08,147.21,15.90,-176.98,-9.00,7.00,-8.00
14:41:08,147.20,15.87,-177.00,-9.00,9.00,-6.00
14:41:08,147.20,15.84,-177.03,-10.00,6.00,-1.00
14:41:08,147.19,15.81,-177.05,-9.00,5.00,-2.00
14:41:08,147.19,15.80,-177.06,-9.00,6.00,0.00
14:41:08,147.19,15.80,-177.06,-8.00,6.00,0.00
14:41:09,147.19,15.80,-177.06,-7.00,6.00,-1.00
