130.9020075,30.41033033
130.9020115,30.41032967
130.9020197,30.41032950
130.9020238,30.41032600
130.9020332,30.41032133
130.9020427,30.41031433
130.9020463,30.41031233
130.9020580,30.41030367
130.9020617,30.41030083
130.9020663,30.41029833
130.9020687,30.41029733
130.9020722,30.41029167
130.9020752,30.41028833
130.9020778,30.41028650
130.9020787,30.41028700
130.9020755,30.41028883
130.9020720,30.41029217
130.9020687,30.41029483
130.9000000,30.41026717
130.9021213,30.41026717
130.9021163,30.41026683
130.9021143,30.41026617
130.9021083,30.41026617
130.9021025,30.41026617
130.9020975,30.41026617
130.9020935,30.41026567
130.9020850,30.41026200
130.9020823,30.41026200
130.9020832,30.41026200
130.9020757,30.41026200
130.9000000,30.41026567
130.9020612,30.41026450
130.9020630,30.41026883
130.9020500,30.41027250
130.9020500,30.41027250
130.9020500,30.41027250
130.9020500,30.41027250
130.9020333,30.41031733
130.9000000,30.41032433
130.9000000,30.41032433
130.9000000,30.41031533
130.9020000,30.41031650
130.9020000,30.41031650
130.9020612,30.41032117
130.9020612,30.41032117
130.9020525,30.41030883
130.9020000,30.41030467
130.9000000,30.41029983
130.9000000,30.41029983
130.9021510,30.41028550
130.9021460,30.41028233
130.9588265,30.37430100
130.9588293,30.37429900
130.9588313,30.37429983
130.9586667,30.37430517
130.9588272,30.37430600
130.9588272,30.37430600
130.9500000,30.37430633
130.9588388,30.37430633
130.9588412,30.37430633
130.9588388,30.37431083
130.9588355,30.37431033
130.9588290,30.37430883
130.9588262,30.37431300
130.9588240,30.37431567
130.9588217,30.37431367
130.9588185,30.37431600
130.9588178,30.37431483
130.9588175,30.37431700
130.9588175,30.37431700
130.9588175,30.37431700
130.9588175,30.37431700
130.9588175,30.37431700
130.9588175,30.37431700
130.9588175,30.37431700
130.9588175,30.37431700
130.9588175,30.37431700
130.9588175,30.37431700
130.9588175,30.37431700
130.9588175,30.37431700
130.9588175,30.37431700
130.9588175,30.37431700
130.9588175,30.37431700
130.9588175,30.37431700
130.9588175,30.37431700
130.9586667,30.37420417
130.9587612,30.37419150
130.9587342,30.37421350
130.9587280,30.37424333
130.9587525,30.37425933
130.9587523,30.37426383
130.9587523,30.37426383
130.9587748,30.37429133
130.9587767,30.37429350
130.9587772,30.37430333
130.9587772,30.37430333
130.9587838,30.37430833
130.9588238,30.37433283
130.9583333,30.37432533
130.9588313,30.37432517
130.9588337,30.37432567
130.9588320,30.37432367
130.9588380,30.37432583
130.9588310,30.37432417
130.9588350,30.37432433
130.9588373,30.37432417
130.9588352,30.37432650
130.9588368,30.37433000
130.9588370,30.37432717
130.9588360,30.37432800
130.9588388,30.37432850
130.9588418,30.37431867
130.9588470,30.37432050
130.9588447,30.37432483
130.9588313,30.37433283
130.9588107,30.37433550
130.9588127,30.37433617
130.9588165,30.37433833
130.9588160,30.37433983
130.9588150,30.37434133
130.9588167,30.37434133
130.9588173,30.37434100
130.9588210,30.37434300
130.9588237,30.37433817
130.9588232,30.37433567
130.9588263,30.37433850
130.9588285,30.37433867
130.9588323,30.37434050
130.9588372,30.37434267
130.9588372,30.37434267
130.9588420,30.37434500
130.9588333,30.37434383
130.9588333,30.37434350
130.9588450,30.37434400
130.9588447,30.37434267
130.9588445,30.37434217
130.9588432,30.37433983
130.9588432,30.37433983
130.9588418,30.37434000
130.9588418,30.37434000
130.9588418,30.37434000
130.9588412,30.37434683
130.9588412,30.37434683
130.9588412,30.37434683
130.9588380,30.37434517
130.9588380,30.37434517
130.9588380,30.37434517
130.9583333,30.37434700
130.9588385,30.37434800
130.9588333,30.37434800
130.9588405,30.37434900
130.9588405,30.37434900
130.9583333,30.37434383
130.9588522,30.37434467
130.9588522,30.37434467
130.9588578,30.37434883
130.9588528,30.37435183
130.9588528,30.37435183
130.9588452,30.37435150
130.9588432,30.37435300
130.9588422,30.37435300
130.9588422,30.37435300
130.9588368,30.37435033
130.9588368,30.37435033
130.9588348,30.37434900
130.9588343,30.37434917
130.9588292,30.37435150
130.9588292,30.37435150
130.9588292,30.37435150
130.9588292,30.37435150
130.9588245,30.37434833
130.9588253,30.37434767
130.9588253,30.37434767
130.9588268,30.37434533
130.9588167,30.37434683
130.9588252,30.37435083
130.9588267,30.37435100
130.9500000,30.37435133
130.9500000,30.37435133
130.9588233,30.37434850
130.9588225,30.37434600
130.9588213,30.37434617
130.9586667,30.37434433
130.9500000,30.37434167
130.9500000,30.37434167
130.9500000,30.37434167
130.9588200,30.37434100
130.9588200,30.37434100
130.9588255,30.37434000
130.9588255,30.37434000
130.9588258,30.37433833
130.9588293,30.37434033
130.9588272,30.37434217
130.9583333,30.37434333
130.9588233,30.37434383
130.9588225,30.37434267
130.9588235,30.37434083
130.9588235,30.37434083
130.9588235,30.37434083
130.9588250,30.37433317
130.9588267,30.37433400
130.9588267,30.37433400
130.9588325,30.37433433
130.9588325,30.37433433
130.9588325,30.37433433
130.9588332,30.37433650
130.9588397,30.37433750
130.9588437,30.37433983
130.9500000,30.37434717
130.9588583,30.37434883
130.9588583,30.37434883
130.9588583,30.37434883
130.9588517,30.37435317
130.9588517,30.37435317
130.9588473,30.37435867
130.9588463,30.37435950
130.9588450,30.37436100
130.9588440,30.37436100
130.9588450,30.37436200
130.9588450,30.37436200
130.9588447,30.37436417
130.9588447,30.37436417
130.9588447,30.37436417
130.9588450,30.37437100
130.9588463,30.37437117
130.9588463,30.37437117
130.9588455,30.37436900
130.9588455,30.37436900
130.9588455,30.37436900
130.9588457,30.37436617
130.9500000,30.37436467
130.9588413,30.37436433
130.9588385,30.37435750
130.9588390,30.37435700
130.9588510,30.37435983
130.9588510,30.37435983
