01:50:21.%f,0.00,0.00,0.00,0.00,0.00,0.00
01:50:21.%f,0.00,0.00,0.00,0.00,0.00,0.00
01:50:21.%f,0.00,0.00,0.00,0.00,0.00,0.00
01:50:21.%f,0.00,0.00,0.00,0.00,0.00,0.00
01:50:22.%f,0.00,0.00,0.00,0.00,0.00,0.00
01:50:22.%f,0.00,0.00,0.00,0.00,0.00,0.00
01:50:22.%f,11.85,15.40,-178.35,2.00,0.00,-1.00
01:50:22.%f,11.85,15.40,-178.35,0.00,-1.00,-1.00
01:50:22.%f,11.85,15.40,-178.35,0.00,0.00,-2.00
01:50:22.%f,11.85,15.40,-178.35,0.00,0.00,-1.00
01:50:22.%f,11.85,15.40,-178.35,0.00,0.00,-1.00
01:50:22.%f,11.85,15.40,-178.35,1.00,0.00,0.00
01:50:22.%f,11.85,15.40,-178.35,0.00,0.00,-3.00
01:50:23.%f,11.85,15.40,-178.35,0.00,0.00,-2.00
01:50:23.%f,11.85,15.40,-178.35,0.00,0.00,-1.00
01:50:23.%f,11.85,15.40,-178.35,0.00,0.00,0.00
01:50:23.%f,11.85,15.40,-178.35,2.00,0.00,-4.00
01:50:23.%f,11.85,15.40,-178.35,-1.00,2.00,0.00
01:50:23.%f,11.85,15.40,-178.35,0.00,1.00,-1.00
01:50:23.%f,11.85,15.40,-178.35,1.00,1.00,-1.00
01:50:23.%f,11.85,15.40,-178.35,0.00,0.00,0.00
01:50:24.%f,11.85,15.40,-178.35,-1.00,-1.00,-3.00
01:50:24.%f,11.85,15.40,-178.35,0.00,0.00,0.00
01:50:24.%f,11.85,15.40,-178.35,0.00,0.00,-1.00
01:50:24.%f,11.85,15.40,-178.35,2.00,0.00,-1.00
01:50:24.%f,11.85,15.40,-178.35,0.00,0.00,0.00
01:50:24.%f,11.85,15.40,-178.35,0.00,0.00,1.00
01:50:24.%f,11.85,15.40,-178.35,0.00,0.00,-1.00
01:50:24.%f,11.85,15.40,-178.35,0.00,0.00,0.00
01:50:24.%f,11.85,15.40,-178.35,1.00,1.00,0.00
01:50:25.%f,11.85,15.40,-178.35,1.00,0.00,0.00
01:50:25.%f,11.85,15.40,-178.35,0.00,0.00,-2.00
01:50:25.%f,11.85,15.40,-178.35,1.00,0.00,1.00
01:50:25.%f,11.85,15.40,-178.35,0.00,0.00,0.00
01:50:25.%f,11.85,15.40,-178.35,0.00,1.00,0.00
01:50:25.%f,11.85,15.40,-178.35,2.00,0.00,-3.00
01:50:25.%f,11.85,15.40,-178.35,4.00,5.00,3.00
01:50:25.%f,11.85,15.40,-178.35,0.00,0.00,0.00
01:50:25.%f,11.85,15.40,-178.35,-1.00,0.00,-3.00
01:50:26.%f,11.85,15.40,-178.35,2.00,0.00,-1.00
01:50:26.%f,11.85,15.33,-178.35,8.00,0.00,-4.00
01:50:26.%f,11.85,15.13,-178.35,-18.00,-8.00,5.00
01:50:26.%f,11.87,14.26,-178.33,10.00,-38.00,40.00
01:50:26.%f,12.22,12.10,-178.36,35.00,-17.00,-2.00
01:50:26.%f,14.80,7.00,-178.43,-120.00,-62.00,41.00
