19:44:35.%f,0.00,0.00,0.00,0.00,0.00,0.00
19:44:35.%f,0.00,0.00,0.00,0.00,0.00,0.00
19:44:35.%f,0.00,0.00,0.00,0.00,0.00,0.00
19:44:35.%f,0.00,0.00,0.00,0.00,0.00,0.00
19:44:35.%f,0.00,0.00,0.00,0.00,0.00,0.00
19:46:20.%f,0.00,0.00,0.00,0.00,0.00,0.00
19:46:20.%f,0.00,0.00,0.00,0.00,0.00,0.00
19:46:20.%f,0.00,0.00,0.00,0.00,0.00,0.00
19:46:20.%f,0.00,0.00,0.00,0.00,0.00,0.00
19:46:20.%f,0.00,0.00,0.00,0.00,0.00,0.00
19:46:20.%f,0.00,0.00,0.00,0.00,0.00,0.00
19:46:20.%f,26.33,11.22,-177.34,0.00,0.00,-2.00
19:46:21.%f,26.33,11.22,-177.34,-1.00,0.00,1.00
19:46:21.%f,26.33,11.22,-177.34,0.00,1.00,1.00
19:46:21.%f,26.33,11.22,-177.34,1.00,0.00,0.00
19:46:21.%f,26.33,11.22,-177.34,0.00,0.00,0.00
19:46:21.%f,26.33,11.22,-177.34,2.00,0.00,0.00
19:46:21.%f,26.33,11.22,-177.34,0.00,0.00,2.00
19:46:21.%f,26.33,11.22,-177.34,0.00,1.00,0.00
19:46:21.%f,26.33,11.22,-177.34,0.00,0.00,0.00
19:46:22.%f,26.33,11.22,-177.34,0.00,2.00,1.00
19:46:22.%f,26.33,11.22,-177.34,0.00,0.00,0.00
19:46:22.%f,26.33,11.22,-177.34,1.00,0.00,0.00
19:46:22.%f,26.33,11.22,-177.34,1.00,-1.00,0.00
19:46:22.%f,26.33,11.22,-177.34,-1.00,0.00,0.00
19:46:22.%f,26.33,11.22,-177.34,0.00,0.00,0.00
19:46:22.%f,26.33,11.22,-177.34,0.00,0.00,1.00
19:46:22.%f,26.33,11.22,-177.34,0.00,-2.00,1.00
19:46:22.%f,26.33,11.22,-177.34,1.00,0.00,-1.00
19:46:23.%f,26.33,11.22,-177.34,0.00,0.00,0.00
19:46:23.%f,26.33,11.22,-177.34,1.00,0.00,0.00
19:46:23.%f,26.33,11.22,-177.34,-1.00,0.00,0.00
19:46:23.%f,26.33,11.22,-177.34,1.00,0.00,0.00
19:46:23.%f,26.33,11.22,-177.34,0.00,0.00,0.00
19:46:23.%f,26.33,11.22,-177.34,0.00,1.00,0.00
19:46:23.%f,26.33,11.22,-177.34,0.00,0.00,1.00
19:46:23.%f,26.33,11.22,-177.34,0.00,0.00,0.00
19:46:23.%f,26.33,11.22,-177.34,0.00,0.00,1.00
19:46:24.%f,26.33,11.22,-177.34,0.00,0.00,1.00
19:46:24.%f,26.33,11.22,-177.34,0.00,0.00,1.00
19:46:24.%f,26.33,11.22,-177.34,0.00,0.00,1.00
19:46:24.%f,26.33,11.22,-177.34,0.00,0.00,-1.00
19:46:24.%f,26.33,11.22,-177.34,0.00,0.00,1.00
19:46:24.%f,26.33,11.22,-177.34,0.00,0.00,0.00
19:46:24.%f,26.33,11.22,-177.34,-1.00,1.00,1.00
19:46:24.%f,26.33,11.22,-177.34,1.00,-1.00,0.00
19:46:24.%f,26.33,11.22,-177.34,2.00,0.00,-1.00
19:46:25.%f,26.33,11.22,-177.34,-1.00,0.00,1.00
19:46:25.%f,26.33,11.22,-177.34,0.00,0.00,-1.00
19:46:25.%f,26.33,11.22,-177.34,-1.00,0.00,0.00
19:46:25.%f,26.33,11.22,-177.34,0.00,0.00,1.00
19:46:25.%f,26.33,11.22,-177.34,0.00,1.00,1.00
19:46:25.%f,26.33,11.22,-177.34,2.00,0.00,0.00
19:46:25.%f,26.33,11.22,-177.34,0.00,0.00,0.00
19:46:25.%f,26.33,11.22,-177.34,2.00,1.00,1.00
19:46:25.%f,26.33,11.22,-177.34,0.00,0.00,0.00
19:46:26.%f,26.33,11.22,-177.34,1.00,0.00,0.00
19:46:26.%f,26.33,11.22,-177.34,-1.00,0.00,0.00
19:46:26.%f,26.33,11.22,-177.34,1.00,1.00,1.00
19:46:26.%f,26.33,11.22,-177.34,0.00,0.00,0.00
19:46:26.%f,26.33,11.22,-177.34,0.00,0.00,0.00
19:46:26.%f,26.33,11.22,-177.34,-1.00,1.00,1.00
19:46:26.%f,26.33,11.22,-177.34,0.00,1.00,1.00
19:46:26.%f,26.33,11.22,-177.34,0.00,0.00,0.00
19:46:27.%f,26.33,11.22,-177.34,1.00,0.00,0.00
19:46:27.%f,26.33,11.22,-177.34,0.00,0.00,1.00
19:46:27.%f,26.33,11.22,-177.34,0.00,0.00,0.00
19:46:27.%f,26.33,11.22,-177.34,0.00,0.00,0.00
19:46:27.%f,26.33,11.22,-177.34,0.00,0.00,2.00
19:46:27.%f,26.33,11.22,-177.34,1.00,0.00,2.00
19:46:27.%f,26.33,11.22,-177.34,1.00,0.00,0.00
19:46:27.%f,26.33,11.22,-177.34,0.00,0.00,1.00
19:46:27.%f,26.33,11.22,-177.34,1.00,1.00,0.00
19:46:28.%f,26.33,11.22,-177.34,1.00,0.00,0.00
19:46:28.%f,26.33,11.22,-177.34,2.00,0.00,0.00
19:46:28.%f,26.33,11.22,-177.34,0.00,0.00,0.00
19:46:28.%f,26.33,11.22,-177.34,0.00,0.00,0.00
19:46:28.%f,26.33,11.22,-177.34,0.00,-1.00,1.00
19:46:28.%f,26.33,11.22,-177.34,0.00,1.00,-1.00
19:46:28.%f,26.33,11.22,-177.34,0.00,-1.00,0.00
19:46:28.%f,26.33,11.22,-177.34,0.00,0.00,-1.00
19:46:28.%f,26.33,11.22,-177.34,0.00,0.00,1.00
19:46:29.%f,26.33,11.22,-177.34,0.00,0.00,-2.00
19:46:29.%f,26.33,11.22,-177.34,0.00,0.00,0.00
19:46:29.%f,26.33,11.22,-177.34,0.00,1.00,0.00
19:46:29.%f,26.33,11.22,-177.34,0.00,0.00,1.00
19:46:29.%f,26.33,11.22,-177.34,0.00,0.00,0.00
19:46:29.%f,26.33,11.22,-177.34,-1.00,0.00,0.00
19:46:29.%f,26.33,11.22,-177.34,-2.00,0.00,1.00
19:46:29.%f,26.33,11.22,-177.34,1.00,1.00,0.00
19:46:29.%f,26.33,11.22,-177.34,0.00,1.00,0.00
19:46:30.%f,26.33,11.22,-177.34,-1.00,0.00,1.00
19:46:30.%f,26.33,11.22,-177.34,0.00,-1.00,1.00
19:46:30.%f,26.33,11.22,-177.34,0.00,0.00,0.00
19:46:30.%f,26.33,11.22,-177.34,0.00,0.00,0.00
19:46:30.%f,26.33,11.22,-177.34,0.00,0.00,-1.00
19:46:30.%f,26.33,11.22,-177.34,0.00,0.00,0.00
19:46:30.%f,26.33,11.22,-177.34,-1.00,0.00,1.00
19:46:30.%f,26.33,11.22,-177.34,0.00,1.00,1.00
19:46:36.%f,0.00,0.00,0.00,0.00,0.00,0.00
19:46:36.%f,0.00,0.00,0.00,0.00,0.00,0.00
19:46:36.%f,0.00,0.00,0.00,0.00,0.00,0.00
19:46:36.%f,0.00,0.00,0.00,0.00,0.00,0.00
19:46:36.%f,0.00,0.00,0.00,0.00,0.00,0.00
19:46:36.%f,0.00,0.00,0.00,0.00,0.00,0.00
19:46:36.%f,25.64,11.27,-177.41,-1.00,-2.00,-1.00
19:46:36.%f,25.64,11.27,-177.41,2.00,-2.00,-1.00
19:46:37.%f,25.64,11.27,-177.41,0.00,0.00,0.00
19:46:37.%f,25.64,11.27,-177.41,-2.00,-2.00,-2.00
19:46:37.%f,25.64,11.27,-177.41,-1.00,0.00,-1.00
19:46:37.%f,25.64,11.27,-177.41,-1.00,-3.00,-1.00
19:46:37.%f,25.64,11.27,-177.41,0.00,0.00,0.00
19:46:37.%f,25.64,11.27,-177.41,-2.00,0.00,1.00
