13:43:01,13054.07253,3024.90779
13:43:05,13054.07288,3024.90785
13:43:09,13054.07286,3024.90783
13:43:13,13054.07309,3024.90781
13:43:17,13054.07307,3024.90778
13:43:21,13054.07328,3024.90780
13:43:48,00.00000,00.00000
13:43:52,00.00000,00.00000
13:43:56,00.00000,00.00000
13:44:00,00.00000,00.00000
13:44:04,00.00000,00.00000
13:44:08,00.00000,00.00000
13:44:12,00.00000,00.00000
13:44:16,00.00000,00.00000
13:44:20,00.00000,00.00000
13:44:24,00.00000,00.00000
13:44:28,00.00000,00.00000
13:44:32,00.00000,00.00000
13:44:36,00.00000,00.00000
13:44:40,00.00000,00.00000
13:44:44,00.00000,00.00000
13:44:48,00.00000,00.00000
13:44:52,00.00000,00.00000
13:44:56,00.00000,00.00000
13:45:00,00.00000,00.00000
13:45:04,00.00000,00.00000
13:45:08,00.00000,00.00000
13:45:12,00.00000,00.00000
13:45:16,00.00000,00.00000
13:45:20,00.00000,00.00000
13:45:24,00.00000,00.00000
13:45:28,00.00000,00.00000
13:45:32,00.00000,00.00000
13:45:36,13054.07204,3024.90187
13:45:40,00.00000,00.00000
13:45:44,00.00000,00.00000
13:45:48,00.00000,00.00000
13:45:52,00.00000,00.00000
13:45:56,00.00000,00.00000
13:46:00,00.00000,00.00000
13:46:04,00.00000,00.00000
13:46:08,00.00000,00.00000
13:46:12,00.00000,00.00000
13:46:16,00.00000,00.00000
13:46:20,00.00000,00.00000
13:46:24,00.00000,00.00000
13:46:28,00.00000,00.00000
13:46:32,00.00000,00.00000
13:46:36,00.00000,00.00000
13:46:40,00.00000,00.00000
13:46:44,00.00000,00.00000
13:46:48,00.00000,00.00000
13:46:52,13054.07246,3024.90254
13:46:56,00.00000,00.00000
13:47:00,00.00000,00.00000
13:47:04,00.00000,00.00000
13:47:08,00.00000,00.00000
13:47:12,00.00000,00.00000
13:47:16,00.00000,00.00000
13:47:20,00.00000,00.00000
13:47:24,00.00000,00.00000
13:47:28,00.00000,00.00000
13:47:32,00.00000,00.00000
13:47:36,00.00000,00.00000
13:47:40,00.00000,00.00000
13:47:44,00.00000,00.00000
13:47:47,00.00000,00.00000
13:47:51,00.00000,00.00000
13:47:55,00.00000,00.00000
13:47:59,00.00000,00.00000
13:48:03,00.00000,00.00000
13:48:07,00.00000,00.00000
13:48:11,00.00000,00.00000
13:48:16,13054.07246,3024.90136
13:48:20,00.00000,00.00000
13:48:24,00.00000,00.00000
13:48:28,00.00000,00.00000
13:48:32,00.00000,00.00000
