11:02:07,0.00,0.00,0.00,0.00,0.00,0.00
11:02:07,0.00,0.00,0.00,0.00,0.00,0.00
11:02:08,0.00,0.00,0.00,0.00,0.00,0.00
11:02:08,0.00,0.00,0.00,0.00,0.00,0.00
11:02:08,0.00,0.00,0.00,0.00,0.00,0.00
11:02:08,0.00,0.00,0.00,0.00,0.00,0.00
11:02:08,-151.45,12.12,-176.94,5.00,12.00,1.00
11:02:08,-151.45,12.12,-176.95,4.00,-4.00,2.00
11:02:08,-151.46,12.11,-176.97,7.00,-14.00,2.00
11:02:08,-151.46,12.09,-176.97,2.00,-1.00,3.00
11:02:08,-151.46,12.08,-176.98,0.00,-3.00,3.00
11:02:09,-151.46,12.07,-176.98,1.00,9.00,1.00
11:02:09,-151.47,12.07,-176.98,2.00,7.00,4.00
11:02:09,-151.47,12.07,-176.98,8.00,-7.00,0.00
11:02:09,-151.47,12.04,-176.98,12.00,-7.00,0.00
11:02:09,-151.47,12.02,-176.99,2.00,4.00,3.00
11:02:09,-151.47,12.02,-176.99,4.00,5.00,4.00
11:02:09,-151.47,12.01,-176.99,0.00,8.00,5.00
11:02:09,-151.47,11.99,-176.98,4.00,4.00,3.00
11:02:09,-151.47,11.96,-176.99,1.00,3.00,3.00
11:02:10,-151.47,11.94,-176.98,3.00,13.00,6.00
11:02:10,-151.47,11.93,-176.99,6.00,2.00,6.00
11:02:10,-151.47,11.93,-176.99,9.00,-7.00,3.00
11:02:10,-151.47,11.92,-176.99,4.00,6.00,6.00
11:02:10,-151.47,11.91,-176.98,3.00,4.00,5.00
11:02:10,-151.48,11.89,-176.99,3.00,15.00,2.00
11:02:10,-151.48,11.86,-176.98,0.00,11.00,4.00
11:02:10,-151.48,11.86,-176.98,8.00,1.00,3.00
11:02:11,-151.48,11.84,-176.99,12.00,2.00,3.00
11:02:11,-151.48,11.82,-176.99,10.00,2.00,1.00
11:02:11,-151.48,11.81,-176.99,8.00,4.00,3.00
