20:06:43,0.00,0.00,0.00,0.00,0.00,0.00
20:06:43,0.00,0.00,0.00,0.00,0.00,0.00
20:06:43,0.00,0.00,0.00,0.00,0.00,0.00
20:06:43,0.00,0.00,0.00,0.00,0.00,0.00
20:06:43,0.00,0.00,0.00,0.00,0.00,0.00
20:06:43,0.00,0.00,0.00,0.00,0.00,0.00
20:06:44,16.88,18.07,-177.35,0.00,-1.00,0.00
20:06:44,16.88,18.07,-177.35,0.00,0.00,0.00
20:06:44,16.88,18.07,-177.35,0.00,-1.00,0.00
20:06:44,16.88,18.07,-177.35,1.00,2.00,0.00
20:06:44,16.88,18.07,-177.35,0.00,0.00,0.00
20:06:44,16.88,18.07,-177.35,0.00,0.00,0.00
20:06:44,16.88,18.07,-177.35,1.00,2.00,2.00
20:06:44,16.88,18.07,-177.35,0.00,2.00,0.00
20:06:44,16.88,18.07,-177.35,1.00,0.00,0.00
20:06:45,16.88,18.07,-177.35,1.00,0.00,0.00
20:06:45,16.88,18.07,-177.35,0.00,0.00,-2.00
20:06:45,16.88,18.07,-177.35,1.00,-1.00,0.00
20:06:45,16.88,18.07,-177.35,-1.00,0.00,-2.00
20:06:45,16.88,18.07,-177.35,0.00,0.00,0.00
20:06:45,16.88,18.07,-177.35,0.00,0.00,0.00
20:06:45,16.88,18.07,-177.35,0.00,-2.00,0.00
20:06:45,16.88,18.07,-177.35,0.00,1.00,0.00
20:06:45,16.88,18.07,-177.35,1.00,0.00,1.00
20:06:46,16.88,18.07,-177.35,0.00,0.00,0.00
20:06:46,16.88,18.07,-177.35,0.00,0.00,-1.00
20:06:46,16.88,18.07,-177.35,0.00,1.00,0.00
20:06:46,16.88,18.07,-177.35,0.00,0.00,0.00
20:06:46,16.88,18.07,-177.35,0.00,0.00,-2.00
20:06:46,16.88,18.07,-177.35,0.00,1.00,0.00
20:06:46,16.88,18.07,-177.35,0.00,1.00,-1.00
20:06:46,16.88,18.07,-177.35,0.00,1.00,0.00
20:06:47,16.88,18.07,-177.35,2.00,-1.00,1.00
20:06:47,16.88,18.07,-177.35,-1.00,2.00,0.00
20:06:47,16.88,18.07,-177.35,1.00,0.00,-1.00
20:06:47,16.88,18.07,-177.35,0.00,-3.00,3.00
20:06:47,16.88,18.07,-177.35,-1.00,-4.00,0.00
20:06:47,16.88,18.07,-177.35,-1.00,0.00,-1.00
20:06:47,16.88,18.07,-177.35,0.00,0.00,-2.00
20:06:47,16.88,18.07,-177.35,0.00,0.00,0.00
